delta_time,x_bias,y_bias,total_sigma,rgt_corr_sigma,xy_corr_sigma
24819596.548051253,9.258485398606197,3.747872037191328,0.069445622355771,0.06948872732433858,0.052071716743570154
24881791.041886397,6.3304774065829745,3.9843522996280165,0.17312379834088343,0.17319310326099008,0.06035682519655022
25011865.70762094,5.449741871879508,4.6249795221665435,0.15900076034388025,0.15906571797539726,0.06208156489606282
25142014.586491257,7.7650171669664605,4.976010378984757,0.0771129184778694,0.07715830547835704,0.05992450075146432
25272150.21891067,4.65619066478624,4.44993594478368,0.07180130032746063,0.07289814283609093,0.061299122668661284
25402241.084605753,1.3490408192188095,4.142539082877193,0.06258310517542252,0.06258938849631705,0.052395238537315494
25532337.577658843,1.689786660132644,4.435916253331504,0.06328376378479197,0.06354644110423258,0.05188697956504083
25665310.442875933,2.1733487167821943,4.745320845132582,0.06587759238324231,0.06607332748218062,0.053035403502588487
25798258.221503116,3.1077577739362345,4.962997304988094,0.06598553373090622,0.06640683169719182,0.05145548323026379
25917041.35989729,2.5810795376705085,4.184381795498724,0.06586417579453602,0.06589514192176682,0.055444799428905865
26050015.305559397,0.7336975257575415,3.4390610045371472,0.07484939307423455,0.07535129958127429,0.05892311416232979
26177306.92175305,1.1077561674351284,4.063642319230204,0.07680282518643144,0.0768809924943813,0.05448366844279701
26310259.471377738,3.8994809184945307,5.000192127954468,0.06618009671715266,0.06618568195449469,0.05040915297474494
26437556.961937018,3.657939781870706,5.389773594495962,0.06882250088769078,0.06882968918219776,0.05135787489229625
26570487.249860648,2.8486818325812275,5.209864122013345,0.0668789482995886,0.06689299469320145,0.05040034634007589
26694987.879730526,2.262943539000034,4.540171905265255,0.06160427588975785,0.061678801006492104,0.04841129440449153
26827877.296992786,1.4372705970717687,3.818540436262127,0.059423814370014774,0.05997243375530644,0.0506165582011382
26958065.192572154,1.214418609115905,3.057280327710616,0.05844192468519934,0.05853529736205607,0.052405012717670646
27093797.42443461,1.9554698835087037,2.5922893610662543,0.05734781339833922,0.05736961317061101,0.05262427583967407
27184330.403445102,1.7416666979418989,2.6338715605417375,0.0543239021493022,0.05437610894408629,0.04942290949001309
27345556.384545982,2.688557461218774,2.9901791629528067,0.05368544130556783,0.05377658629619432,0.046819736606797085
27486983.78436967,2.8986233204129093,3.1068813900141516,0.053785628054274545,0.053854888201177904,0.04631638142274454
27605782.744832106,2.3934099666190174,3.269396580248639,0.05406006619459407,0.05406815379685978,0.04615651419525447
27733092.563679915,1.6700653366508038,3.4934148611022784,0.05705618693782101,0.05739384823009003,0.049343577259918
27863211.049473017,0.8422741491950628,3.728961051257933,0.06095004726093546,0.06146578295068261,0.053059072817334345
27993326.98141008,1.586157078919712,3.6054752479239696,0.06410313753669561,0.06563015526684687,0.05828200962675124
28123430.678874098,3.790600492163994,3.121048678065826,0.05917194242200192,0.05932323083279469,0.052015640555565124
28253575.852400754,3.957366186836988,3.1959819484614793,0.057085179684948126,0.057245986552248496,0.0491657167836286
28383697.727869198,3.8203481580808574,3.41832927608961,0.05730263847487455,0.05742428245089703,0.048611005978393344
28513797.209335595,4.381563252091914,3.3347318420749525,0.056850387528513555,0.0568934054159302,0.04768986215537533
28643848.27598712,4.794483186941092,3.197903482383638,0.05613274286748013,0.056146440075059145,0.046854578030881354
28771223.673824355,4.696165910660398,2.9899925738532644,0.05384488251853115,0.05387568182115337,0.04521428343256443
28898563.745475862,4.338611524331716,2.9499785843907866,0.05379933916793079,0.053843329339301034,0.045777161661177526
29028620.92173119,4.498083945154678,2.7199098658787304,0.055159932091373966,0.05532961055572384,0.04821140960947864
29158759.928344965,4.807950304738481,2.4293746138082692,0.054758905422111544,0.054831936658731865,0.048260046625564594
29288875.383277275,4.787152751314707,2.255178734445115,0.056299227695870764,0.05639652939977013,0.05052550354514156
29410494.443225864,4.9728754255081,2.069629865978599,0.056540377914071564,0.05660270931717885,0.05101205234264847
29549086.789853998,5.346901050579398,1.7254041959280784,0.05442001144724154,0.05453636832563672,0.04902060530053951
29699040.291912045,5.1329557249325415,1.6508322118334038,0.05622484252276183,0.05627072403441266,0.05135355572556788
29809295.400132064,4.5567569530509875,1.2699380328739496,0.054712382230529294,0.05486951118373823,0.05124317200370418
29939490.056069434,4.473171159600856,1.1552726712200618,0.054063396546621977,0.054090331202466854,0.05066127927797236
30069501.739255253,4.778352500417007,0.7447319857275925,0.05295251190865639,0.05308746163654739,0.04965805779717501
30196886.293392107,4.681552336058316,0.2808821814530477,0.04946239389358016,0.04947427280017216,0.04615504951151831
30324167.753801353,4.654274014282734,-0.07912716054355148,0.04771357715015216,0.04773988737474165,0.044301256972745055
30454278.22522275,3.7807881477047656,-0.31001137662742595,0.05011711366933498,0.05013855411206872,0.04790382023165952
30590075.651713938,2.4916687433324287,0.4564499398763887,0.04857707231931159,0.048598695567849445,0.04756797806049264
30714522.142127126,2.8496011372755103,0.8589390354787735,0.04491167995760386,0.04503439145114124,0.04326912481999987
30844643.0996977,3.133903866992599,1.2798432806851463,0.044813222711577165,0.044836532793382726,0.042146563561137766
30974762.77546949,3.28599339148105,1.5528777810543377,0.04861707752764929,0.04862215509769728,0.04549084297267833
31104887.930685885,3.51578231529268,1.386389588268257,0.049709106272706687,0.049713101194382464,0.04674585620110967
