delta_time,x_bias,y_bias,total_sigma,rgt_corr_sigma,xy_corr_sigma
24819596.548051253,9.258485398606192,3.7478720371913306,0.069445622355771,0.06948872732433858,0.052071716743570154
24881791.041886397,6.330477406582972,3.984352299628011,0.17312379834088343,0.17319310326099008,0.06035682519655022
25011865.70762094,5.449741871879482,4.624979522166577,0.15900076034388025,0.15906571797539726,0.06208156489606281
25142014.586491257,7.77749571874616,4.9660338721908825,0.07716884832177084,0.0772098684784764,0.06002592100283892
25272150.21891067,4.674844713716073,4.4462332743163975,0.07189714214524223,0.07297970662744076,0.06140279802533279
25402241.084605753,1.343485973915868,4.142068619894673,0.06269961465282563,0.06270636055902763,0.052536552425313715
25532337.577658843,1.6874418834646074,4.437383265271662,0.06333208745524134,0.0636019643497078,0.05194094192998866
25665295.88951478,2.1708948624403575,4.74655108829116,0.06590713751196124,0.06610780969430723,0.05306769696298905
25798258.221503116,3.106171189641068,4.962344682608912,0.06600754113407709,0.06642703816268875,0.05149140169659038
25917041.35989729,2.59070516665702,4.179263466855618,0.06586305439776377,0.06589376481760993,0.05546634229663421
26050015.305559397,0.7141029171160554,3.450828866339066,0.07495710294759761,0.07546518426126088,0.059042732071860664
26177306.92175305,1.1077561674351253,4.063642319230178,0.07680282518643144,0.0768809924943813,0.05448366844279701
26310259.471377738,3.896163785425264,4.999661942878355,0.06618121684519745,0.06618663687105603,0.05042185365031132
26437556.961937018,3.6605772835878563,5.389043229857195,0.06882897655128623,0.06883628810920799,0.051371218419880536
26570487.249860648,2.848362497101507,5.209115395764908,0.06689370127302911,0.06690814243996515,0.05042839829020291
26694987.879730526,2.260873976177285,4.538305869642004,0.06161129715199938,0.06168514599598411,0.04842822489236235
26827877.296992786,1.4366280450954068,3.817872538680717,0.05942846977231875,0.059977631735552844,0.05062257306072916
26958036.322300173,1.21504469891861,3.0578436846713206,0.058438618918528966,0.05853083791683571,0.05239482474495721
27093797.42443461,1.9557769094830968,2.593264597681448,0.05734425667668235,0.057365585491532,0.05261438675426338
27184330.403445102,1.7416666979418989,2.6338715605417415,0.0543239021493022,0.05437610894408629,0.04942290949001309
27345556.384545982,2.694303955359874,2.9932590695238632,0.05370848715977565,0.05380095310272632,0.04683313991297956
27486983.78436967,2.900846607604054,3.1080827789751733,0.053794734910393875,0.05386446781475531,0.04632160774279613
27605782.744832106,2.3961942215825505,3.2752446104432433,0.054155351908377336,0.054165611161066364,0.04624045182717698
27733092.563679915,1.6716804734199704,3.4965579408665426,0.05707451479343635,0.057410559004324825,0.04934553441370473
27863211.049473017,0.8437552834753842,3.737805986431403,0.06111036955146437,0.06164172793357655,0.053225332128958996
27993313.518153295,1.587614580100043,3.6054730379940856,0.06411937431727467,0.06565328669977706,0.058310503345843825
28123430.678874098,3.7906004921639966,3.1210486780658306,0.05917194242200192,0.05932323083279469,0.05201564055556513
28253562.139387902,3.9573661868369805,3.1959819484614735,0.057085179684948126,0.057245986552248496,0.04916571678362859
28383697.727869198,3.8204463277337344,3.418792961485549,0.05730503027870993,0.05742596837727856,0.04860776638669763
28513782.893190116,4.381621321015145,3.3351481583444404,0.05685162796350283,0.05689497811196921,0.04768712739712417
28643848.27598712,4.793199112339384,3.1975140837024885,0.05612773712107837,0.05614146823030853,0.04685221233426565
28771223.673824355,4.720106417277639,2.996405068980363,0.05405439988280166,0.05408713557452197,0.04540503796538421
28898563.745475862,4.3645386562841155,2.952700199574284,0.05413739719244891,0.05418494359151224,0.04613511336561266
29028607.283674933,4.492819745080263,2.718499972751968,0.055238056430223254,0.05542058642558819,0.048326228370764224
