delta_time,x_bias,y_bias,spot_1_bias,spot_2_bias,spot_3_bias,spot_4_bias,spot_5_bias,spot_6_bias,spot_1_bias_xycorr,spot_2_bias_xycorr,spot_3_bias_xycorr,spot_4_bias_xycorr,spot_5_bias_xycorr,spot_6_bias_xycorr,total_sigma,rgt_corr_sigma,spot_corr_sigma,xy_corr_sigma
27744414.442121685,2.9418139309140816,3.281913495557644,-0.047514542420203046,0.005216727000939316,-0.0028275638835583345,-0.003419414529553025,0.02530069840972018,0.02324409542264948,-0.01673147928425632,0.0194493954541703,0.00545466003734812,-0.011726382187963803,0.011130303321704936,-0.007576497341036578,0.057706240877715996,0.054912561493707907,0.04112022688535091,0.044922473385602735
27993200.323160287,3.6341642658823314,3.417162947717756,-0.0551849920978579,0.006105072720914118,0.004678880957210853,-0.0002929441777328882,0.019991853583098664,0.024702129014367066,-0.0217887319988329,0.019213995781149202,0.014844052299336448,-0.010463716726347303,0.006959594853463018,-0.008765194208794978,0.06048474241638158,0.05653195593269406,0.04149696329808121,0.04645131141554377
28253433.712772623,5.378801385606497,3.5649100764772523,-0.060097685151444105,0.0076112499602398985,0.003409916743781335,0.005536814418538481,0.011832342268151183,0.03170736176072864,-0.021450216539762843,0.016566661644440844,0.01831716213484033,-0.009355472202919556,0.0029719414268285964,-0.007050076463461542,0.05941440439584969,0.05689133946736471,0.039781077986366487,0.04470199191447566
28513660.425824165,5.746654517349892,3.6072312537944624,-0.06215650397921446,0.008226541649652069,0.004261774766516665,0.006991618236765082,0.009966952443124294,0.032709616883154324,-0.022328942351030157,0.016405154692779398,0.020167976136934086,-0.008886804646685429,0.0018892068087610707,-0.0072465906407621836,0.05827646049353162,0.05616595401378946,0.037839359098684446,0.043274543454195534
28776958.22122588,5.939391469310743,3.2267630551882505,-0.058366431983999933,0.010729892518104377,0.00233048746017992,0.0077138103398003,0.007003265429822807,0.03058897623608916,-0.02083720165713017,0.015664454070304396,0.018707377103303682,-0.008642947349364714,0.0021695079114969914,-0.007061190078652608,0.05568090478016668,0.05443187062688089,0.03770178472611656,0.04258053740451493
29037189.46301399,6.1337095248643765,2.886355643705806,-0.05483313343680112,0.013311106198006004,-0.0006329196391663779,0.008435075956218249,0.004910930963785502,0.02880893995795968,-0.019312884747621446,0.015271994065218245,0.016222691737474728,-0.008394118649882175,0.0030560700417913648,-0.006843752447005998,0.05495790518467161,0.05407157111711697,0.03916904389004643,0.043283972822406876
29283011.98643781,6.818198735376126,2.5999189470552215,-0.05616785032034279,0.020622286346886343,-0.002031976090844426,0.006670579165653277,0.0024578026707347224,0.028449158227911907,-0.02107250495122339,0.018552196002398536,0.016627862323026505,-0.01197467334645779,0.004651776380037823,-0.00678465640778848,0.056009433566038797,0.054539928086083087,0.03827773190487114,0.04356284926799758
29548913.575873107,6.895733625240304,2.2235853051304395,-0.05382520259501134,0.02426198648610117,-0.0015708961670175487,0.0050452154204197715,-0.0009669941493903758,0.027055891004896984,-0.021278419983907743,0.01931175486321547,0.01726491956152516,-0.013772990213644459,0.004107450648150406,-0.005632714875331332,0.0567487106821633,0.054019310746804945,0.03852233735079261,0.04413113720986926
29829057.29950848,6.727807560230483,1.693473683766937,-0.04866676567709959,0.028285578477746154,-0.0031170458206323977,0.0033019429635997746,-0.003398836146180761,0.02359512620256676,-0.02034834691824061,0.02012493287749786,0.015196984446864828,-0.015005493272134735,0.004884395226141954,-0.004852472360140705,0.055732510912226293,0.05346277349172653,0.040049157498744485,0.04524124673070791
30072501.43542107,6.285292388309844,0.8932157185427022,-0.0390083692633671,0.031448848432810116,-0.006263792338083032,0.0031054190654799772,-0.006092169869324765,0.016810063972487282,-0.017546220900488445,0.01898727344706568,0.010758191246927075,-0.013910703779215902,0.00648133838854837,-0.004769878402770034,0.05157088825593486,0.04990993941696017,0.03914494067630522,0.04337051984251549
30332652.57548652,5.90366981423399,0.12823372064950112,-0.019784300937564347,0.028022446380412708,-0.017593874515128855,0.0038936559384482503,-0.01036941804823755,0.015831491182068717,-0.004749904048141463,0.011320881411615968,-0.001706619501602722,-0.012004333716297362,0.0064223300513725524,0.000717645803070541,0.04748472473108263,0.0465215167373974,0.03924827500441698,0.04066723104057181
30592809.403822076,4.974177407351961,0.08405328928191518,-0.006902804358895411,0.01261170839107131,-0.020066610086949464,0.01143958096536722,-0.013332419059037794,0.016250544148446528,0.005598123320930663,-0.001644138543544171,-0.006688804479788273,-0.0019417776135654654,0.0009780120808128491,0.0036985852351542415,0.04550261660319635,0.042798464094568986,0.037911509218817294,0.038337663767015286
30853046.191864222,4.446022543190973,1.0194625030283686,-0.02140381245468299,0.005610688276065352,-0.006878321713966287,0.013995895286297303,-0.008067956155220138,0.016743506761503765,-0.0034095738339306953,-0.0005083185343493474,0.005198601265284567,0.001924026873432713,-0.0018943607637839515,-0.001310375006652179,0.047679102908209196,0.04362467233488788,0.03923996793814848,0.03950302673440591
31107722.571413994,4.036098796830921,1.2887350284214192,-0.03322879013357077,0.008770466217407855,0.0016648704155653466,0.012370533995360073,-0.0025187535748547466,0.012941673080091995,-0.01653229391242603,0.0061607664146542795,0.01142295695598203,0.002716184951701789,0.00021342982356876804,-0.00398104423346841,0.04664805308686141,0.04384105389743819,0.0371132035657901,0.03946739396295271
31368025.993784018,0.5008343394669196,-0.017175508440990563,-0.0027925778573202036,0.00042621787892976784,-0.007424348952931549,0.004701385769657574,0.004119739437147637,0.0009695837245170084,-0.0035607138247499433,0.0015632885423929642,-0.008366287950705533,0.005662687279310012,0.002964362790938338,0.001736663162805805,0.038470938941126805,0.03659050966381841,0.036111023303600116,0.03652415155681527
31628113.53062039,-0.3538067176148665,-0.1716060017500884,0.005733710529261506,-0.0008100019446045132,-0.015442272895898591,0.0014654333164979304,0.006686424997539808,0.002366705997203921,0.007832641425226869,-0.0006621751619070002,-0.01447179415217736,0.0004949036070066398,0.006532219936251936,0.0002742043456219825,0.03724426138594713,0.034705073883857684,0.03311823465048367,0.03465196229333899
31885603.3249104,-1.4877740019405679,-0.5662359075783578,-0.0024055009115692585,0.003746887501690677,-0.01806690093048251,0.0014684051077349812,0.00815295821415272,0.007104151018471548,0.005292819648364444,0.0032798314532321653,-0.014003121694044525,-0.0025970902097727662,0.00859918844217973,-0.0005716276399494477,0.038831057978214935,0.034396186289388016,0.032055859534121496,0.033630510238349724
32142969.163133245,-2.2181239303241376,-0.9822366564657302,-0.015269479496898112,0.0074781977387910654,-0.01139801919005956,0.0018110180447507914,0.008242024023185208,0.009136258880230083,-0.0028003480683395946,0.007757925723855351,-0.005321683480269133,-0.004270331591804378,0.007942008006647638,-0.003307570590100668,0.0407502120259274,0.03719694156720581,0.034496897176275736,0.03539603458494477
32403203.339018695,-2.550220161033683,-1.4099859188311608,-0.03302901322774327,0.012608498464489776,0.0016318130362095791,0.0018702863269191654,0.009970094977619024,0.006948320422506095,-0.01666849746506667,0.01491364930273894,0.008651231079800514,-0.005150702609299886,0.007648855847463887,-0.00939453615564657,0.04344826222716388,0.04147752965348784,0.035404294502586926,0.03876019143469187
32660664.285145864,-1.996818336118632,-1.5437053035206691,-0.03994251699723743,0.011833318391853774,0.011552211929917757,0.0027922917084408304,0.011580262546712322,0.0021844324203138046,-0.023948863185831296,0.01673750041806309,0.017095565396778693,-0.002751012598589962,0.006657676878815518,-0.013790866909229338,0.045533880144543286,0.044319895865376255,0.03591463771432891,0.04187665788477385
32920842.486539815,-1.463480551290546,-1.0596729310204105,-0.0326903440380822,0.009837435240818154,0.011547618693278559,0.005204151890674058,0.008789183228883824,-0.0026880450155723924,-0.021483255950592677,0.012924490317455083,0.015603151586254473,0.001151467632353803,0.005680260860988696,-0.013876114446496151,0.04451129383154259,0.042069693736108464,0.03604314134140431,0.040818886527977175
33178308.80887822,-1.1401201911601873,-0.591384373905994,-0.022906042249419962,0.008579197148029846,0.008226127723390143,0.005035693619498795,0.005180233127564645,-0.004115209369064859,-0.015875233701174,0.00933400089478354,0.011361598274957937,0.0019032532088953196,0.004411671708947549,-0.011135290386427679,0.04369518482362803,0.03998410630999269,0.03678121420170327,0.03947513341204364
33438475.979972918,-0.7974663562656036,0.0424559201702458,-0.008145412330851143,0.006888842339303846,0.0002565857618447225,0.004805886842359232,0.001417026787435937,-0.005222929400092613,-0.006526094446746156,0.004208125642611962,0.0024025871638906878,0.0026619307063540224,0.004087102371148332,-0.0068336514372544606,0.04156200419357792,0.038090797184775455,0.037358427844738896,0.03796418997753724
33698718.661665864,-0.9792948169090927,-0.22208891616840262,-0.010085772784178888,0.0047154438453986,4.6980130483093224e-05,0.005825178107107247,0.001966799455703806,-0.0024686287545133876,-0.006114271874048107,0.003346092327080484,0.0027095186513702955,0.003164875629405556,0.003320236321158912,-0.00642645105494971,0.03973589827661958,0.03729398252558592,0.03653960794275428,0.03706994977486177
33956132.92002353,-1.3892104399743332,-1.6566804526530117,-0.030520490143049195,0.0016909531804604066,0.00824372641413815,0.0042201789937168855,0.01039978095531701,0.005965850599417121,-0.015200699253048906,0.00916971350443555,0.012165891391792716,0.00030809472907846884,0.002907431405574728,-0.009350431777875652,0.04456592030150296,0.04320605621846251,0.03830494103674371,0.04057666387544552
34213621.01318067,-1.7558438026189092,-3.388383526312579,-0.049644721809833404,-0.003556532334942219,0.014091994295609131,-0.0013902404550032133,0.020374855604185397,0.02012464469998722,-0.020940196007390107,0.014981893789541057,0.019205672094274373,-0.006479287970594807,0.0018272141711564154,-0.008595296077007352,0.055741936079937646,0.05463684057019419,0.04160130655541113,0.045700059239006434
34471041.58174582,-2.123822493101528,-4.189740660221263,-0.05535621468097587,-0.005038108266476249,0.011173179966718086,-0.006470149027459633,0.025734109782719443,0.02995718222548217,-0.01992954314688934,0.018056374717821455,0.017358575036429135,-0.012646760421462884,0.002646788881840041,-0.005485435067701118,0.061577517074385614,0.05985323282953547,0.04305429173418342,0.04709974166514204
34731275.14816843,-2.4054186645053037,-4.364173630250111,-0.05238193595507497,-0.008059148674510642,0.005882378033986379,-0.00602175311485327,0.025698764023230326,0.034881695687223754,-0.015003165059792331,0.015425368507336423,0.0128322466685566,-0.012984498451316237,0.0022213482264807623,-0.0024912998912597255,0.061805171124075325,0.059130887115096335,0.04248810626123437,0.04518044834810613
34988691.259298265,-2.213526430272561,-4.189340547439335,-0.046482915616863844,-0.01042695168927699,0.002352920425443523,-0.004434015250326418,0.024967358443061492,0.03402360368796015,-0.010831382317514236,0.01241347305700654,0.008746112803569918,-0.010852792344912765,0.0021456968161047514,-0.0016211080141903548,0.06249173467090956,0.058468916122478565,0.04451420761877302,0.04591322420716159
35251668.12805472,-1.9224753830061392,-3.6723644036467964,-0.03108693599430466,-0.01398725950204071,-0.008054949228798102,-0.003228790348878342,0.022559218938832917,0.03379871613519199,0.00014299234762236692,0.006086234341923106,-0.0025024912379188672,-0.008804650166705919,0.002488605832797364,0.0025893088822464268,0.05832263876291384,0.05532727058340584,0.045355061722461266,0.04558646831758552
35506333.901978,-0.990254263634551,-3.1428801533373925,-0.016422090525314854,-0.020904689427125398,-0.012424873581398793,-0.0010683612734694082,0.019919211296069435,0.030900803511237192,0.008726232630030485,-0.0017731312837350752,-0.00944590114200323,-0.004054161281323217,0.0007695560199990615,0.005777405057044371,0.05452213370551139,0.05189505083056745,0.04390583174736489,0.04462984103415691
35766495.07964721,0.16165183353831114,-3.3466730191210656,-0.015481006034603286,-0.03013110170117464,-0.00628340961106637,0.0017484050015332479,0.022071618864381307,0.02807549348093195,0.008348852073794408,-0.006133346065081899,-0.006376727699607948,0.0018594395045981144,-0.0019422066133175408,0.004243988799632097,0.059473162760830915,0.05453349397442585,0.046103963134557634,0.046693769552528526
36023933.896086216,-0.02437058992719752,-4.4244492302643295,-0.03686591170044016,-0.03016783420678111,0.005731097688816889,0.0025006806094920054,0.029625549697029463,0.029176417911883794,-0.0047938096856203205,0.0008460113044716888,0.006249881021289093,0.0019927291970436188,-0.0014081415704559352,-0.0028866702667362546,0.06562081910682104,0.061863502387746065,0.04925676131790157,0.04938876649911842
36284145.32405657,-0.6908821368429469,-5.0008059802704725,-0.053839883394895184,-0.024305038521278053,0.014054408988435262,0.0005986611429132336,0.03255118043092156,0.03094067135390085,-0.01598535551838487,0.008796363278044853,0.01642771450384534,-0.0017684281594762415,-0.0005563779890415059,-0.006913916115034119,0.0661517171286342,0.06468914859724323,0.046891596628342275,0.04899677483318051
36541636.34374075,0.09565818343466012,-5.166889613122149,-0.0517170469321312,-0.030585609913947532,0.018821366930617027,-0.0012001643755298187,0.032238315406138245,0.03244313888485976,-0.014564275518612562,0.0060434838357221465,0.019074399097340395,-0.0014704374629646551,-0.004380780731152342,-0.00470238922033744,0.06753618853311114,0.0650947773423523,0.04581372212982664,0.04793529660999797
36801796.69445498,0.7645768695655053,-5.207496004717983,-0.04991317266589447,-0.032438164482256455,0.021314970121724508,-0.005895423174007672,0.03331406416055318,0.033617726039892,-0.014145427368427383,0.006469290785080962,0.019749949854644854,-0.004344711414691252,-0.005571967688311597,-0.0021571341683379566,0.06831401247545664,0.06411700019957808,0.04409134075032692,0.046514302686516754
37059235.79615654,0.5986910051071594,-5.063557470584897,-0.05267383030544475,-0.02661306264033398,0.02341791874316718,-0.009876601407941743,0.032708112386742885,0.03303746322381106,-0.017553213293733293,0.010807607690669713,0.022283924805814394,-0.008750083702651975,-0.004684306486421765,-0.0021039290136349717,0.06686625499766946,0.0637138203071019,0.04381565931409948,0.047500659963852575
37319445.949162826,0.7882061915258243,-5.047212817155453,-0.05114453124814879,-0.02538485496344374,0.021982796391713785,-0.013382671988700412,0.03428067059825945,0.03364859121031475,-0.01660631552421007,0.012483745684624509,0.020337201969357975,-0.01174855710733843,-0.0035545521395928077,-0.0009115228828511065,0.06986740542235337,0.065598741522288,0.04681932017121103,0.050172441245656216
37576936.11592968,1.0290062221997107,-4.977576782253335,-0.04661598196312871,-0.027087251680261746,0.018674868530593844,-0.014051726079470474,0.03489034884120499,0.03418974235106507,-0.01317967695257184,0.011000520583400427,0.01636607792282985,-0.0117618680348851,-0.0031559083860051886,0.0007308548671892423,0.06854139252727312,0.06544506505626083,0.04795856103594712,0.05029987994831782
37843007.926451825,0.3922998492552234,-4.96308926094634,-0.05011948175485745,-0.02130676335374981,0.01630347449219912,-0.015181680203035276,0.03571998379188724,0.03458446702755874,-0.015227121136384037,0.01480079172693664,0.015711882992784674,-0.014602133086281893,-0.0003522052478946826,-0.0003312152491313301,0.06739706455033055,0.06474280160942465,0.04590203994122889,0.04901759676014168
38103244.42485825,0.7901512254564983,-5.3346506270978775,-0.057495692903493885,-0.02065080311936074,0.021462711426596,-0.01801428671271236,0.0410221330778069,0.03367593823115653,-0.02089516247560969,0.01925424329474035,0.019832670697620042,-0.01639726248412984,0.0011593245155602644,-0.0029538135481835368,0.07217755335542182,0.06838945497566207,0.04631176177218558,0.05128805281439197
38363384.314717434,1.13798854297707,-5.452552456518476,-0.056166026623811836,-0.027689080412046138,0.024134363287234468,-0.012962552659897287,0.03982574714767125,0.032857549260852645,-0.019561456814935388,0.014071370676530887,0.02157253730727358,-0.010412913475205962,-0.0018985484476717624,-0.003770989246045503,0.07217126840952649,0.06989084136460934,0.04643708231021153,0.050415578682544225
38612241.54104604,1.860597247710406,-4.510776508963527,-0.032237717996909214,-0.036574005964592725,0.014815639074814197,-0.007776509261852115,0.03122518110208441,0.030547413046457444,-0.004203620025575978,0.0006680171076186372,0.010218423731450961,-0.003185377967949651,-0.00599016939304118,0.002492726547530651,0.06347580405620123,0.06283918073890518,0.047030714400369704,0.047633178838218916
38878333.280463755,1.2812948705514589,-3.452122149117998,-0.013366057351914505,-0.03368857008099533,0.0012949873313571497,-0.007043757986189197,0.021520310568550187,0.03128308751919122,0.008442098640179993,-0.005605506450741613,-0.0018338327191604572,-0.003918862088965415,-0.006540132652844612,0.00945623527154085,0.05594301582317744,0.054111132768814456,0.044505049445255934,0.045443250201361855
39138545.9691883,-0.022978103607029284,-3.36209594970278,-0.021950594937923642,-0.024989417379112498,0.003648123396139113,-0.005685034457140464,0.017264244671988827,0.031712678706047964,0.002397979920375396,-0.0013898635034482868,0.0040239762306469576,-0.006065940473267586,-0.006322942539514869,0.007356790365223849,0.054870143901653914,0.05235418264526727,0.04373785106708388,0.04429681639237537
39398778.73296021,-0.2942819614678478,-2.8323858196446072,-0.02012515057762964,-0.020567453697808272,0.005019161080893645,-0.004113426503522637,0.012050585790196874,0.027736283907870946,0.0010605551276729255,-0.0014975041431588465,0.006075084044547966,-0.0051737870314000345,-0.007012872465746138,0.0065485244680707705,0.0520058537923677,0.04858340920989207,0.04189321188026525,0.04250293447080438
39659016.07351854,-0.5832407416509744,-2.3138644813545732,-0.020147113254640553,-0.01433418679543284,0.006402481599567801,-0.0028818772415268616,0.008464597694959958,0.022496097997074898,-0.0020032376736041713,0.00022795760406466676,0.008191639365838511,-0.004672632463163833,-0.006096694492593636,0.004352967659458024,0.05540061767809164,0.048340685207320905,0.04378400418892804,0.044334913085011175
39916442.691966236,-1.5185095814657326,-1.4462798286849436,-0.01521338675216989,-0.006782695993571863,0.004791982433659347,-0.00029022883032587534,-0.0021551361387343064,0.01964946528114264,-0.001048848781406238,-0.0010890572973845743,0.009020944319438482,-0.0045182894640741576,-0.00786186328780713,0.005497114511217692,0.05714454803110764,0.04805509479124309,0.045567364391891726,0.04625383455399722
40176677.90094032,-1.7143507550157717,-1.424067039366931,-0.015653786363631857,-0.005814801541629332,0.00417128582401136,4.913310016301684e-05,-0.0026438906730983,0.019892059654185303,-0.0011686704891382552,-0.0008559647378301154,0.008926925494750925,-0.004701438178100832,-0.007622436694770537,0.005421584605116876,0.045949945558850264,0.0431331022551382,0.04031009769059512,0.04106768646160547
40434077.26062464,-1.759762350044288,-1.7987727292665119,-0.021527753618782293,-0.005940584635394783,0.006430752121595719,-0.0010806648121249654,0.00041687958526972796,0.021701371359435354,-0.004226405911649346,0.0015243654532810153,0.011345943874246402,-0.0059906046037182074,-0.007063807869552314,0.004410509057366154,0.04503551563163533,0.04286120632175732,0.03868958422185128,0.039764101755211195
40694312.42846686,-1.8274478995882908,-0.9059786089120138,-0.0049443780097452456,-0.0032432112186014076,-0.004411511699411716,-0.0032338540991847355,-0.005540059771373401,0.021373014798316547,0.006081485256219501,-0.0022603834628595297,0.0005951998404125257,-0.008241777919258383,-0.006541390239618091,0.01036686652510511,0.04723397653610768,0.042959934851207277,0.04073978290748483,0.041790675234732566
40954592.52379937,0.024955271735319768,-0.6655625582865105,0.009996639620968063,-0.013624937012994642,-0.007531749344675595,-0.0042659947423925,-0.0023128895868136426,0.01773893106591128,0.014746554198559289,-0.008867741344013018,-0.007537146347412927,-0.004260674883163828,-0.007070718595429397,0.012989726971482343,0.04518191751584942,0.04184709580938258,0.03903977031172263,0.041478981732162995
41211971.21672951,0.7125760777278416,-1.5546872167087948,0.003697008785311147,-0.022003698182739204,-0.004427720538947235,-0.004127481351281087,0.00614586047525929,0.020716030812399172,0.013189566762999818,-0.008958497782709478,-0.006201270469352949,-0.0023547264975716992,-0.0068919607046401855,0.011216888691288307,0.04446979474720928,0.04311334901423671,0.039032609779670546,0.040993602089273835
41472205.194827884,0.4356291157980487,-1.8125000710781614,-0.000626356392484081,-0.022763593466223395,-0.003908518908623358,-0.00173601130026204,0.007602417311615557,0.021432062755979187,0.011410179289269429,-0.008725799733241476,-0.00491130930207738,-0.0007314962876958635,-0.006436748697822664,0.009395174731551078,0.04458118794613471,0.0428707225214253,0.03854095834666949,0.040074079816750006
41729621.608693786,-0.37139488271528126,-0.8834254717581627,0.006326065967848302,-0.014929809706459478,-0.007958000227648235,0.00012424368416780323,-0.0014581173876612986,0.017895617669750754,0.013624674323867358,-0.009813917561483162,-0.006875588336790754,-0.0009563444697178559,-0.0065850446819910625,0.0106062207260953,0.04084626977491224,0.03942416611842504,0.03657503687941097,0.03872468127879899
41989865.131817475,-1.8199052569326415,-0.7374931322712167,0.0033421335418863836,-0.007300221676559367,-0.012608122644619683,0.0011412183013696376,-0.0055661411760906535,0.020991133654006993,0.013139406314423546,-0.007487119016025916,-0.007642153562779989,-0.003825541084393568,-0.005408475925784536,0.011223883274626395,0.04206124572312575,0.040119380716271,0.037103432871851506,0.03909883511593477
42250101.897912756,-2.7672351900062697,-2.123329258053615,-0.01965333918875404,-0.008530048880980743,-0.0030059728332451764,0.0015168844554657418,-0.00022244987561637587,0.02989492632313446,0.002468151725416755,-0.0017504726306945752,0.004650194196865839,-0.006143384353838323,-0.007025233763705629,0.007800744825945109,0.047942322576761,0.04579878719731118,0.040493467913088756,0.04121228783829048
42510340.82677677,-1.5363367847649354,-2.5192536271961865,-0.022721086068935352,-0.015944409275179153,0.0051875712945443995,0.0018008093218747198,0.004471475900737071,0.02720563882695554,-0.0007583476919127807,-0.002757294506333961,0.00957242740808733,-0.0025759087363325106,-0.00873580753030524,0.0052549310567625305,0.04641809074819896,0.04526155585036192,0.039018416341034375,0.039892122208935184
42767749.656446636,-0.9890944333417891,-1.6161397451484796,-0.007559707153507073,-0.013576256400140995,-0.0024195960170415596,-0.0004717856919651665,0.001637204488394065,0.02239014077426183,0.006546181239263327,-0.005125175370438635,0.00039602031517690185,-0.0032873840018253185,-0.0068286870193603475,0.008299044837170021,0.04182149077790299,0.04017676791639716,0.0368895884893006,0.037759613284451085
43027987.9188222,-2.117001461816201,-1.80429894388347,-0.01819494369319904,-0.007871538004610849,0.0013158261971356075,0.0014124860246560106,-0.0007109677216346076,0.024049137197652802,2.7525127473847706e-05,-0.0014218703048198735,0.0071933947547052745,-0.004464940879961675,-0.007179884524424312,0.005845775827018159,0.04466335308751086,0.04295841425601093,0.03894414312840161,0.03961644050539524
43282569.52023274,-0.7178463066601501,-1.577835040030923,-0.013208265966030974,-0.012172745495587752,0.006169847952167209,0.00016120157334759247,0.0008031839846781881,0.018246777951424428,-4.9185732356040494e-05,-0.003188152180787911,0.008255238654682258,-0.0019222169761170867,-0.008189494641793523,0.005093810876383493,0.04631968191636229,0.044883146251409586,0.042187424350280944,0.04287658087686291
43545638.589847416,-0.10423757415393495,-0.8252759878942717,-5.584987870212026e-05,-0.01002271910199798,-0.0008527941286372236,-0.002457921355220664,-4.890827037449482e-05,0.013438192734934278,0.006164516073379422,-0.004521914393815559,-0.0004952864567641809,-0.002815803054315031,-0.005551298100823234,0.007219785932354139,0.042948089213784235,0.040875810024028555,0.03967616843546699,0.04029914675592748
43805863.91272971,-0.7174599886553864,-1.2907830024673346,-0.009557074533878563,-0.008944153058891086,0.002960325992393513,-0.002173732571717641,0.0005290187130415364,0.017185615459052835,0.0015279337819801618,-0.001976018843090319,0.005014707381752095,-0.004228203136385498,-0.006445516113784409,0.006107096929527672,0.04350275997261534,0.04116377144519364,0.039140858435806926,0.039687481049852265
44063285.55127965,0.02729470835099873,-1.2288580514165572,-0.0039020104285720234,-0.012004311080705522,0.0009916980078386445,-0.004344314526026089,0.002768991277958143,0.01648994674950552,0.0049122626423136004,-0.0032740212577044513,0.0010331602902110431,-0.004386367746632067,-0.005959853675733727,0.0076748197475793355,0.04436121758018522,0.04182040679184105,0.03993846722012663,0.04055838891862586
