,delta_time,x_bias,y_bias,total_sigma,rgt_corr_sigma,xy_corr_sigma
31,28771223.673824355,4.696165910660393,2.9899925738532795,0.0538448825185311,0.0538756818211533,0.0452142834325644
32,28898563.745475862,4.3386115243317365,2.949978584390789,0.0537993391679307,0.053843329339301,0.0457771616611775
33,29028620.92173119,4.498083945154664,2.7199098658787366,0.0551599320913739,0.0553296105557238,0.0482114096094786
34,29158759.928344965,4.807950304738491,2.4293746138082803,0.0547589054221115,0.0548319366587318,0.0482600466255646
35,29288875.383277275,4.787152751314721,2.255178734445122,0.0562992276958707,0.0563965293997701,0.0505255035451415
36,29410494.443225864,4.972875425508089,2.069629865978585,0.0565403779140715,0.0566027093171788,0.0510120523426484
37,29549086.789854,5.346901050579415,1.725404195928078,0.0544200114472415,0.0545363683256367,0.0490206053005395
38,29699040.291912045,5.132955724932533,1.6508322118334062,0.0562248425227618,0.0562707240344126,0.0513535557255678
39,29809295.400132064,4.556756953050994,1.269938032873949,0.0547123822305292,0.0548695111837382,0.0512431720037041
40,29939490.05606944,4.473171159600846,1.155272671220062,0.0540633965466219,0.0540903312024668,0.0506612792779723
41,30069501.739255253,4.778352500417038,0.7447319857275952,0.0529525119086563,0.0530874616365473,0.049658057797175
42,30196886.293392107,4.681552336058287,0.280882181453046,0.0494623938935801,0.0494742728001721,0.0461550495115183
43,30324167.75380136,4.654274014282726,-0.0791271605435519,0.0477135771501521,0.0477398873747416,0.044301256972745
44,30454278.22522275,3.7807881477047593,-0.3100113766274289,0.0501171136693349,0.0501385541120687,0.0479038202316595
45,30590075.651713938,2.4916687433324247,0.4564499398763881,0.0485770723193115,0.0485986955678494,0.0475679780604926
46,30714522.142127126,2.849601137275505,0.8589390354787746,0.0449116799576038,0.0450343914511412,0.0432691248199998
47,30844643.0996977,3.1339038669926125,1.2798432806851456,0.0448132227115771,0.0448365327933827,0.0421465635611377
48,30974762.77546949,3.2859933914810457,1.5528777810543404,0.0486170775276492,0.0486221550976972,0.0454908429726783
49,31104887.930685885,3.5157823152926726,1.3863895882682584,0.0497091062727066,0.0497131011943824,0.0467458562011096
50,31237767.41172001,1.487370028848335,0.3215466441629332,0.0473687709755098,0.0473857024805091,0.0468046072559559
51,31365153.709619485,0.7611330461466299,-0.1261151790628167,0.0426891958428953,0.0427040676248667,0.0425516173911439
52,31492430.68791212,1.48228344313141,-0.1408874062102429,0.0389700346127086,0.0389839207503064,0.0385382484578678
53,31622536.128851257,1.1743744784200592,-0.3117497649758355,0.0391727963221157,0.0392455703646033,0.0388812205017757
54,31749841.005626764,0.5464860685499742,-0.3608929382872971,0.0393415691820104,0.0393831701017232,0.0392030138386871
55,31879942.453827173,0.2579926606207861,-0.7870948738481242,0.0427460304479457,0.0432349706854196,0.0427124657038366
56,32010056.5003134,0.010319225814408,-0.9904868657795396,0.0454638133316203,0.0455359967319407,0.0447845860462191
57,32140185.761735387,-0.7302989082872259,-1.271768832074491,0.0446904360584142,0.0448214957752884,0.0435255098776338
58,32270284.873640195,-0.8618125855126667,-1.358828761108574,0.0443851029897231,0.0444897194755688,0.0429786574991029
59,32403252.27741581,-0.9006538298287967,-1.4758997125397626,0.044532282069037,0.044552767123527,0.0427693176825539
60,32530526.31568741,-1.1022475942755183,-1.8146073273325904,0.0477304011740269,0.0477331098624582,0.0452151170383973
61,32663507.098216444,-0.6101425752464651,-1.757422174425675,0.0501853854854969,0.0502387666574869,0.0480874436801692
62,32796419.696044147,-0.3545039478331993,-1.4029687785408071,0.0489973953537043,0.0490013301881011,0.0476127274899526
63,32918068.24646035,-0.4631093818080815,-1.3738423607446584,0.0491766460519029,0.0492327611316522,0.047895503568775
64,33048188.40280304,-0.3500302665746489,-1.4273582155532238,0.0494897591292671,0.0495305682655989,0.0481020451701005
65,33175481.93242681,0.0175114290837888,-1.0801665595106698,0.0496561147002949,0.0496694094996324,0.0488585975596607
66,33305587.20900498,0.2073939480743621,-0.7648542712122236,0.0514383574022548,0.0514803262789667,0.0510717689018436
67,33435731.429069,0.3411045052260711,-0.1078783712665978,0.0458163173258738,0.0458797777278508,0.0458506970099264
68,33571477.00519188,0.2614478068997301,-0.395573387690913,0.0416292407599877,0.0416318493367834,0.0414849930993923
69,33695984.273040906,-0.030359452157858,-0.8413303052564992,0.039808342059684,0.039816859060737,0.0392046925680979
70,33828905.36765955,-0.1298434826149225,-1.3671716421306943,0.0426870651707297,0.0427648805524151,0.0412527715299686
71,33953383.85843117,-0.364355519843214,-1.9661146843046515,0.046441978157033,0.0467701014068044,0.0438581478150402
72,34086333.64378528,-0.3358647603814976,-3.180518335525368,0.0575382427285214,0.0575412628061889,0.0511464842417874
73,34216453.62844594,-0.3360578129863132,-4.366432079208441,0.0641179046661468,0.0641263354166615,0.0529189570279079
74,34343745.51292768,-0.4802275684409484,-4.503048662191124,0.0626991799364079,0.0628663488926526,0.0506409540030743
75,34473879.63083124,-1.116273791224714,-4.531801088413379,0.0635427583025937,0.0635478293535242,0.0511717969644599
76,34601141.13766597,-1.47049739913822,-4.452806352037902,0.0618244091363974,0.0619180277918557,0.0495962312102161
77,34731275.57663836,-1.5187090115307191,-4.31449530246399,0.0603021737025759,0.0603148540586894,0.0484425489637973
78,34861394.32398906,-1.5751378753819445,-4.425013924872911,0.0601252613060191,0.0602530906129709,0.047718419444436
79,34988684.255808644,-1.6629689944411608,-4.288045293134252,0.0620517896459289,0.0628609626698256,0.0517419775163685
80,35121617.246536285,-0.909899383288461,-3.9060977420358007,0.0600353427123948,0.0600635866898553,0.0506455342231806
81,35251737.39801219,-0.6141935389185852,-3.37017215057093,0.0518624796786435,0.0519112481640666,0.0438285191519638
82,35381885.6598512,-0.6570665957295766,-3.0833717820412323,0.0497237066637486,0.0497495053232082,0.0428000738715463
83,35512005.70254721,0.29178549119838,-2.848131026789104,0.0543031897429929,0.0547390930132089,0.0493557237470892
84,35642096.356152184,1.0726138716467186,-2.7745875294303306,0.0564391320041937,0.0564431364255969,0.0512767505916155
85,35766557.57835492,1.707840115458826,-2.954997902687289,0.0553446192115275,0.0553534233918318,0.0489950642993634
86,35899521.12022811,1.9547706348318183,-3.7405122111201687,0.0577585204613029,0.0586393800077242,0.0489372789669338
87,36026811.33965984,1.7977833126782865,-4.460412611058738,0.0610698425060889,0.0611215900345241,0.0479148645404146
88,36156932.19517555,1.0870457234230195,-4.953345119701253,0.0658267283075317,0.0659953584679103,0.0512762837344932
89,36287047.94217338,0.5592584063766434,-5.260069694254372,0.0700799004270504,0.0702156161826441,0.0548640572880962
90,36417191.80867517,1.0400938718056374,-5.359634931414093,0.0700070706442593,0.0700176317735495,0.0538303385528616
91,36547311.95427399,3.380805219684444,-5.246128478270266,0.0715761843345629,0.0717689780468402,0.0514371297013471
92,36677412.956507616,3.701835135487107,-5.365370111960452,0.0708910191858276,0.0709623602806715,0.0489893889836244
93,36807518.39821816,2.484171983979714,-5.445769527800844,0.067211037018831,0.0672554497675872,0.0486047915109698
94,36937652.23451644,2.33933139525757,-5.39836586566318,0.0688973967331808,0.0689095316243966,0.0512602712285245
95,37067757.77142361,2.127882428235473,-5.389506290994379,0.0696035238706505,0.0696562567082335,0.0524614737330804
96,37195077.88677861,2.34402146940377,-5.283303938768263,0.0707280034295831,0.0709067926310759,0.0547158520766217
97,37325183.355295405,2.752794910171633,-5.155244520066841,0.0782333345522301,0.0782424926655275,0.0645345046466378
98,37452493.166457385,2.99460373295248,-4.951818831280359,0.0748642875689388,0.0752300793524631,0.0617227420531139
99,37582578.5071959,2.4197686851403195,-4.809525657330827,0.0675289911911398,0.0675338934994191,0.0533951887918541
100,37712712.866961,2.3170006092340394,-4.869403847664149,0.0663569377960624,0.0664291555476582,0.0517586350543349
101,37842817.72903314,2.026445143305296,-4.99219784660663,0.0673072834026988,0.0674681715457118,0.0519746728975854
102,37972937.39513941,1.6529028324664927,-5.331866654558649,0.0715671224415945,0.0717956433670989,0.0556107814940652
103,38103057.13519345,2.0297629732659592,-5.413907434819486,0.072437179308573,0.0727497729397562,0.0564743664165442
104,38233172.5563457,2.7599644611352896,-5.492427929444305,0.0773246041300362,0.0773994534707439,0.0612596975412956
105,38363324.343309246,3.0846488821489664,-5.619490728708706,0.0782481620236778,0.078537536579552,0.0616835259912508
106,38493422.25025582,2.918371945551665,-4.736821030280603,0.0715152858875051,0.0716911579228204,0.0566259211433981
107,38620706.20793625,2.974656704333745,-4.5410541890054406,0.0649568643214139,0.065159316892611,0.0510877326932947
108,38750858.130958766,3.074185794541568,-3.9949778918663457,0.0604065825044553,0.060537148975792,0.0490150497668336
109,38878130.38956384,2.4913264999529376,-3.268031633942765,0.056673121824284,0.0568993274124192,0.048891015221564
110,39008195.52358922,1.1395258455602648,-3.649495567364931,0.0541491181653079,0.0542227407000809,0.0447497522913296
111,39138369.401599765,0.3389579834041473,-4.5657410911274425,0.0606694520514518,0.0614875837170265,0.0485457645726995
112,39268471.3868863,0.970017649190372,-3.5474081643126536,0.056552219791452,0.0565548699042218,0.0481504791690255
113,39398596.09821065,1.0277656917960656,-2.467423832912133,0.0533031605465547,0.0534254275732728,0.0491416669822697
114,39528729.77041598,0.6754589193959891,-2.202949680274919,0.051921108020634,0.0521917500124036,0.0487967148026146
115,39658835.08211568,0.7429143152972402,-2.1701012263326995,0.0486015394015361,0.048815094380124,0.0452585805344204
116,39788999.454531744,0.0496992467565116,-2.4259610996681022,0.0534997225896076,0.0543627703518998,0.0505414549943591
117,39919046.06635842,-1.9348920478698253,-1.876513635141063,0.0525028228761226,0.0525151186809471,0.0497559869975522
118,40046366.71043712,-1.5432868729300966,-0.8082666628339492,0.0473102143554703,0.0474239695885807,0.0466307186215517
119,40173718.914902255,0.0075991829005232,-1.0636339408278075,0.0429492400581546,0.0430109471627778,0.0421044161726386
120,40303789.9617942,-0.0845879687767442,-2.143873264374565,0.046366475610516,0.0465202747577967,0.0430286846759336
121,40433909.50342466,-1.0343366265069018,-2.304563379564642,0.0502108437330517,0.0502327596511808,0.0464490919572015
122,40563985.26955584,-1.4135890246650304,-1.8782797740790265,0.0500999057843763,0.050507079939796,0.0478684210654179
123,40694124.2428701,-0.5878085844964315,-0.9188638838312028,0.0497927487619654,0.0504033774098256,0.0497985357937243
124,40824306.120370165,0.5054723259550338,-0.499013748712248,0.0493728382909379,0.0495522249343746,0.0493323869769622
125,40954372.12021129,1.2489958754677402,-0.8243260540654618,0.047721142792534,0.0480327778619613,0.0472680521948709
126,41084506.704185605,1.6144978535664043,-1.398800639003064,0.0484060975599421,0.0486071400579195,0.046730141170962
127,41214626.44815149,1.8093260044568016,-2.047533797127156,0.0484852042081029,0.0484917235507532,0.044811610042231
128,41344673.86971695,1.7246992899265032,-2.227443412560527,0.0487352589122522,0.0487455288492819,0.0445550418962704
129,41472022.10547864,1.664595262951904,-2.0332573439085504,0.0474982891115093,0.047505025084189,0.0438684438922341
130,41599352.40493539,1.4647949834722849,-1.511181508809878,0.0458292899857031,0.0461582737734549,0.0439954809835645
131,41729447.20924931,0.6701152611604784,-0.7868788318081631,0.0433399719911712,0.0435831041325193,0.0430019724920028
132,41859566.73372056,-0.2337842269345354,-0.2745983875257586,0.042259624892685,0.0423085973454028,0.0422412038298368
133,41989686.022511125,-1.1490562252482068,-0.5313299378436633,0.0457047696625289,0.0457187035809543,0.0453200012417764
134,42119810.69674383,-1.6677252578634654,-1.92319266629702,0.0501115741899648,0.0501352604745304,0.0472434123264486
135,42249908.21410318,-2.3051505639909817,-3.032291629654503,0.0519698008721995,0.052296548029058,0.045363892374094
136,42380045.56527262,-2.1876828390503102,-3.1105499990970844,0.0529361399630625,0.0529691785205905,0.0458521550630193
137,42510141.59243013,-0.482145639371733,-2.7769702206058144,0.051942926313521,0.0521942730071078,0.0469472363043171
138,42640286.2294492,1.038372825193491,-1.955889791095428,0.0472131166795047,0.0472157572429415,0.0441166537689121
139,42767590.43233876,0.4548424003044513,-1.1389183940463954,0.0433939021257624,0.0436020246898239,0.0425185469226602
140,42897693.96154872,-1.1399502127422407,-1.119241063050332,0.0426548250637546,0.0428063755830657,0.0416266004261461
141,43024985.72133049,-1.477880915196766,-2.129616740987452,0.0505509464019899,0.0506816580431411,0.0473104426807728
142,43155104.95085852,-1.0721482738347743,-2.317087072965334,0.0517581210028212,0.0522489410797085,0.048535630110027
143,43285224.12268166,0.9140257911835544,-1.6353409891517108,0.0540974537248854,0.054352344053175,0.0524958642286508
144,43412494.84449726,1.5592462519379968,-0.3775029194381153,0.0533798699360573,0.0540182199835156,0.0535784893912594
145,43545447.72457197,0.5518194302318399,-0.1133393669868509,0.0444885451085549,0.0451286189121076,0.0450672032544353
146,43675604.96584009,0.1733458361310876,-0.6252485536354978,0.0426958211523565,0.0427053567608822,0.0423827827269778
147,43805701.598639324,0.8301340296285336,-1.560516778708324,0.046817009345357,0.0470256737914274,0.0450634838830433
148,43935820.24101428,0.136367474101907,-1.7195726040990769,0.0462194959982021,0.0462443709646153,0.0439992932667254
149,44065954.87269436,-0.2218701860328272,-1.3393259150366443,0.04872619721159,0.0489443010111977,0.0476795889332248
150,44193231.67554656,1.6736430934854487,-0.654173843870025,0.0489594340437051,0.0491261071865361,0.048367156424108
151,44323366.1309572,2.3047057360465693,-1.2772102812648471,0.0477789928794404,0.0477989812122786,0.0456649800274907
152,44450642.1455547,1.353071060080761,-2.0431631881947285,0.052553013090767,0.0525696521259517,0.0494157125452202
153,44580761.66247463,0.3954194417595048,-2.398762974863754,0.0533120089406519,0.0533579828207167,0.0494831906767072
154,44710966.86457318,-0.595051400885175,-2.4040808177376856,0.0498636386029833,0.0498666133830478,0.0457466318613619
155,44841000.17764538,-0.6761356130617767,-2.1661280580600506,0.0492263458278205,0.0496860307949726,0.0463338595146901
156,44973971.9514156,-0.7053617660462559,-2.194129706155268,0.0496315084312617,0.0496416402417033,0.0461707915044683
157,45101254.74715443,-1.0731292849862797,-2.459661693465081,0.0478072614882944,0.0478240034666785,0.043229430591321
158,45231359.8436389,-1.1361612543955306,-2.524288194688729,0.0495493085109573,0.0495771614051018,0.044892582608215
159,45361464.778342046,-1.0484241340849574,-2.463597355049526,0.0504544851363406,0.05084646898935,0.0465485259328588
160,45491644.51607791,-1.141186801721461,-2.418877411701009,0.0484888215015861,0.0485522219791652,0.0441487071869055
161,45618891.275704,-1.570821973540789,-2.4802446542844776,0.0474121771304576,0.0474178534350603,0.0425090142238724
162,45749025.1259902,-1.6408067138811475,-2.411176138924336,0.0472114321946333,0.0473061645503432,0.0426290561002268
163,45879115.35956629,-1.3639204622658774,-2.2991132031914763,0.0487232636748702,0.0487320284765192,0.0447073729877806
164,46003592.88283643,-1.1382964966955385,-2.2191249060153604,0.0531268361563606,0.0532010098847359,0.0498491038544858
165,46136540.51320005,-0.6541896995093822,-2.101819301508262,0.0547413275520773,0.0552036900517472,0.0523973499014473
166,46266645.56834729,-1.051125679790899,-2.2401183920847725,0.0522374933068231,0.0522480257271112,0.0487844689274173
167,46396729.95008567,-1.43896562557315,-2.2379825105803985,0.0483173809503541,0.0483277001486315,0.0444525226182107
168,46526923.15146802,-1.2003820019634728,-2.278568640633765,0.0478703689286376,0.0479158297322293,0.0439483505961512
169,46656990.19374259,-0.450380921696995,-2.340476369935095,0.0524856610521735,0.05285793481701,0.0492180654635744
170,46727720.50146286,-0.5163215703620522,-2.322447330370461,0.052716288845653,0.0529106231070449,0.0492898221382934
171,48011933.13529929,-1.9345464456872687,0.2268696446063631,0.0755235994758464,0.0759093283163706,0.0755279027379367
172,48082703.19423407,-1.6422736330540713,-0.6631628117628845,0.080795238137357,0.080853106477843,0.0804173632948792
173,48212786.47000824,-2.435847034924317,-3.5972382010008204,0.090590807824768,0.0907986928758415,0.0852431232828008
174,48342921.93351845,-3.028235806937506,-4.663698175523151,0.0917393090510913,0.0925194295576377,0.0832437697122024
175,48470198.43238393,-2.952350016328446,-4.778675470251767,0.0925062910095083,0.0926587439809205,0.0829543637798982
176,48600333.481333286,-3.2964337933899737,-5.03742732604514,0.0936863712748135,0.0938347119794086,0.0830132994740141
177,48727595.59712812,-3.57566017105501,-5.26025479035471,0.0965564769086391,0.0971691564265331,0.085677771564528
178,48857731.03561641,-2.9606923040600965,-5.151643000750591,0.0950811606653548,0.0950907737607004,0.0840535053113962
179,48987870.06135355,-2.537072570582814,-5.4805075573873685,0.0997253944397093,0.1014710846100326,0.0899278154746456
180,49117972.89480725,-2.565903791208913,-5.8438714157939895,0.1058273672819173,0.1069447522342855,0.0942990892243009
181,49248080.11338924,-1.0263024785504695,-3.742288329670232,0.081322446995544,0.0814892044423645,0.0738402604502822
182,49378215.06745258,0.053333536492129,-1.4524000114890805,0.0649161670989408,0.066343851589403,0.0652328559722108
183,49508336.56387074,-1.7329221024897457,-0.4927541008154082,0.0558241387549223,0.0562293081820299,0.0557167920860762
184,49638472.02061436,-2.0074870802377887,-0.3783735448649868,0.0463372945116782,0.0465361928451003,0.0458220085369305
185,49768590.9542146,-2.3293137395086805,-0.3041280536064897,0.0439994078354488,0.0440926857118393,0.0431425230279433
186,49895873.89484762,-2.6985008137306448,-0.273983091851214,0.0438527183980587,0.0438963336840381,0.0426375114846279
187,50025988.13480789,-2.70294983283056,-0.2154748062788888,0.0441410969275989,0.044148167993026,0.0429068787721559
188,50153295.62340809,-2.559657333344523,-0.1391301405187649,0.0461781481825543,0.0469530477751435,0.0459189836621521
189,50283413.51196459,-2.3619757404608683,-0.0795402158841526,0.0493461969014065,0.0495753105722715,0.0487461637440983
190,50413519.58533138,-2.5861877903217003,-0.1158982335352785,0.0489578406137849,0.0490677496616016,0.048063888504499
191,50543620.15137187,-2.7356042381801258,-0.1232954559316345,0.0476534248682398,0.0480962098909887,0.0469461483463797
192,50673773.06264439,-2.971508970469391,-0.158207690582135,0.0461806401203807,0.0463264759349532,0.0449083067570917
193,50803846.958465055,-2.63792378995132,-0.2684737316808269,0.0450431827397523,0.0454182706391581,0.0442599732046243
194,50934013.48787703,-1.3911857563261965,-0.0848401731731103,0.0457163091930244,0.0462003527570271,0.0458406766876231
195,51064099.61697386,-2.83908579637339,0.2540899725685549,0.0455105164847421,0.0455883534961639,0.0441645431306614
196,51194234.72810532,-3.6796578509386895,0.224977735018458,0.0444609807637569,0.0444734994357356,0.0421021964612325
197,51321531.35152676,-3.4949040060191607,0.0851366067105894,0.0438435556814945,0.0441024710578745,0.0420048618912003
198,51448913.3291994,-3.437624891406223,0.0919032439330283,0.0445301690237122,0.0448569241833015,0.0428665023806681
199,51578933.26119422,-2.6884324577614462,0.1294072703106333,0.0467256089930529,0.0478770784323644,0.046735134794924
200,51709068.827767335,-2.670639199632128,0.0370840004064938,0.0478777350246495,0.0479049156701122,0.0467968699166805
201,51839182.32380654,-2.833766966186572,-0.108680377244283,0.0436210530604385,0.0438150470368435,0.042454230928377
202,51969318.10463258,-3.0389871591550297,0.0641851120743547,0.0423414197654177,0.0424922105354171,0.0408569718731279
203,52099437.25043973,-2.537085743147597,0.3046790051176786,0.042678724525433,0.042926325678009,0.0416995952327824
204,52229542.56261476,-1.427937433665558,0.5394996359111692,0.0406525391810911,0.0406875146403141,0.0400362154702247
205,52359662.3562393,-0.1077157625740904,0.8525579439662181,0.0431721787532723,0.0431937065085709,0.0426124774263228
206,52489768.75690937,1.1153219409737496,0.9215314369486632,0.0428341354522932,0.042890333550658,0.042043734833049
207,52619851.76964763,1.507115720246673,0.6421380529520178,0.0423339688229047,0.0423844277240589,0.0416998172024344
208,52747177.3669203,1.459739403574952,-0.0114316546671306,0.0428735020501309,0.0430734183474671,0.0427077895320421
209,52874540.358097866,1.591641040937419,-0.0383961213460938,0.0473856282114372,0.0476034081427307,0.0472084849203779
210,53004666.31364201,1.1734401382352098,-0.8684811390007906,0.0495772798467751,0.0497517434636544,0.0489821633976894
211,53134736.529717706,-0.3245603437007661,-1.874837442999757,0.0484897273845188,0.04849383542694,0.0459760311599563
212,53264843.1494913,-1.8723600267214329,-2.507627448416225,0.0528981222634528,0.0529022158868823,0.0483588454392318
213,53394958.241510645,-2.440414319335538,-2.72375324142915,0.0551754117472534,0.0552400407363155,0.0498506375506813
214,53525083.18901463,-1.9574578179867683,-2.5444134450252,0.0503577398161962,0.0503632147808447,0.0453910105022135
215,53655179.29670952,-0.3413468798317846,-1.7540709937550767,0.043163466554471,0.0432183426141764,0.0407453114200826
216,53785324.39079578,0.7057434343824598,-1.0406620790909558,0.0401945655453104,0.0402104198133431,0.0391552340464376
217,53915427.84018344,1.0063814700062923,-0.7565981798765421,0.0459599935612479,0.046097466979389,0.0454733397030725
218,54048320.30948058,0.7623400126436484,-1.049689236156493,0.0479481994066788,0.0484072728391253,0.0475047205413512
219,54172859.26742162,0.8273867780285219,-0.9327335799929788,0.0457976608480045,0.0467077818174336,0.0459278161978888
220,54300160.94567069,-0.2077867763287573,-2.336646525263179,0.0555884113342098,0.0557681314013613,0.0523555335366812
221,54430266.601920806,-1.0747519810371082,-2.358776365164316,0.0552163952518016,0.0552313300842147,0.0516309731465613
222,54566044.23072392,-0.7544480456580847,-0.7479807997196442,0.0450654472617356,0.0450789107977176,0.0445878133975477
223,54690452.27828758,-0.8010590880616849,-0.7347671185342881,0.0424231208944738,0.0424337733183762,0.0419148282854975
224,54820649.91776125,-1.16878027168449,-1.2156883673729753,0.0422255445537932,0.0423427824404444,0.0409653561558227
225,54950694.2238313,-1.3032069253426184,-1.9140280421847435,0.0463985938619748,0.0465450842878526,0.0436197226246179
226,55080865.41105031,-1.113050728819256,-2.0836382291589115,0.0486268242362431,0.0486840235641386,0.0454521698096233
227,55213795.170642085,-1.0121116309103968,-1.6307972241837403,0.0465253789431627,0.0465968149608495,0.0445182899819327
228,55338229.97232391,-0.3510246133823743,-1.3859678822795385,0.0458505291650254,0.0458714705841161,0.0444242755968613
229,55468396.43194477,0.1507614643797959,-1.2357720331333897,0.0486692762784375,0.0486887930018272,0.0475905652771329
230,55598517.505456425,0.3041832662503165,-1.0565251763982333,0.046896547870262,0.0469122037805769,0.0460652106966935
231,55725807.1880762,0.0631754568768933,-1.1192522031368748,0.0431745429761455,0.0432322506144761,0.0422304031105814
232,55855927.9460422,0.3558011178586388,-1.2682164993820446,0.0409514509339246,0.0413779053761189,0.0399933298063518
233,55986046.40332613,0.2855751438219085,-1.1012582081362192,0.0430391389556223,0.0430434495465727,0.0420459352664655
234,56113337.52413647,0.1738399576962046,-0.7903790408851719,0.0430975536688917,0.0432153099617555,0.0427080616667992
235,56246286.116049424,0.7148794763405734,-0.5504408570627588,0.040051758880128,0.0400658337390802,0.039694490901784
236,56376405.02686177,0.7899189269556376,-0.0419117886800571,0.0389606146402101,0.0389934019279247,0.0388728210771969
237,56506525.588191375,0.6539123766986803,0.3290900588616246,0.0435077104367885,0.0439307117495843,0.0437849285137247
238,56636647.17469691,0.4126438508868417,0.4698435769098704,0.0465533476544453,0.0465760663004492,0.0463958653119439
239,56766780.659452274,0.5486861232818553,0.5965770591695956,0.0435262501516105,0.0435285607581797,0.0432135412824056
240,56894071.9284025,0.7410552188394289,0.8386959320912315,0.0406610031693697,0.0406746580324414,0.0400101962067886
241,57024163.03936327,0.8521504930995093,0.9894645604994354,0.0395034009471513,0.0395195674426587,0.0385709267253088
242,57151483.23060583,0.5816941432524387,0.9891606598363496,0.0407702849566842,0.040775307239809,0.0399172711311374
243,57281573.93166186,0.8014308520356327,1.2654585557742812,0.0421596612712893,0.0422000336515559,0.040820504037237
244,57411707.35004485,1.0760627331775112,1.4185836747994442,0.0416583140089474,0.0417326125762467,0.0399265803366099
245,57541826.79377769,1.0846330837832685,1.3454031758211409,0.0415248466619922,0.0416056510184156,0.0399628154707942
246,57671965.81688181,0.4120545981056491,1.209407483691726,0.0430002699269216,0.043003573303495,0.0418206696276784
247,57802084.38396756,0.0422343414217383,1.1854542046468712,0.0460978850848527,0.0461122941869917,0.0450509051530805
248,57932171.51397836,0.1188177966831087,0.3754908352624514,0.0428669169600771,0.042949095996572,0.0428362118687627
249,58065133.96189997,0.0349931282884757,0.4214141433536695,0.040475362910018,0.0404861329638441,0.0403377194749014
250,58192410.61320671,-0.4227016799757068,1.1988239787424144,0.0406664128479848,0.0407080594272451,0.0394377477999023
251,58319716.80930315,-0.7988888719315085,1.191067002532088,0.0410353406816042,0.0411105440517327,0.0397529118614776
252,58449836.09881247,-1.1998807025834817,1.2228573009154369,0.0403577099971042,0.04046705835614,0.0388426770620198
